sysbench 1.0.17 (using system LuaJIT 2.0.4)

Running the test with following options:
Number of threads: 8
Report intermediate results every 5 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[ 5s ] thds: 8 tps: 269.67 qps: 5416.27 (r/w/o: 3794.43/1080.89/540.95) lat (ms,95%): 51.94 err/s: 0.00 reconn/s: 0.00
[ 10s ] thds: 8 tps: 233.42 qps: 4663.54 (r/w/o: 3264.24/932.47/466.83) lat (ms,95%): 57.87 err/s: 0.00 reconn/s: 0.00
[ 15s ] thds: 8 tps: 225.81 qps: 4516.93 (r/w/o: 3161.89/903.63/451.41) lat (ms,95%): 62.19 err/s: 0.00 reconn/s: 0.00
[ 20s ] thds: 8 tps: 233.98 qps: 4681.49 (r/w/o: 3276.38/936.94/468.17) lat (ms,95%): 58.92 err/s: 0.00 reconn/s: 0.00
[ 25s ] thds: 8 tps: 231.60 qps: 4625.18 (r/w/o: 3237.19/924.80/463.20) lat (ms,95%): 56.84 err/s: 0.00 reconn/s: 0.00
[ 30s ] thds: 8 tps: 228.62 qps: 4572.46 (r/w/o: 3201.52/914.09/456.85) lat (ms,95%): 58.92 err/s: 0.00 reconn/s: 0.00
[ 35s ] thds: 8 tps: 218.39 qps: 4373.42 (r/w/o: 3061.28/875.16/436.98) lat (ms,95%): 63.32 err/s: 0.00 reconn/s: 0.00
[ 40s ] thds: 8 tps: 223.98 qps: 4473.57 (r/w/o: 3130.70/894.71/448.16) lat (ms,95%): 59.99 err/s: 0.00 reconn/s: 0.00
[ 45s ] thds: 8 tps: 230.22 qps: 4610.16 (r/w/o: 3227.85/921.87/460.44) lat (ms,95%): 61.08 err/s: 0.00 reconn/s: 0.00
[ 50s ] thds: 8 tps: 217.40 qps: 4349.66 (r/w/o: 3046.24/868.81/434.61) lat (ms,95%): 64.47 err/s: 0.00 reconn/s: 0.00
[ 55s ] thds: 8 tps: 212.99 qps: 4258.76 (r/w/o: 2980.63/851.95/426.18) lat (ms,95%): 64.47 err/s: 0.00 reconn/s: 0.00
[ 60s ] thds: 8 tps: 216.42 qps: 4327.62 (r/w/o: 3030.10/864.68/432.84) lat (ms,95%): 63.32 err/s: 0.00 reconn/s: 0.00
[ 65s ] thds: 8 tps: 216.40 qps: 4332.70 (r/w/o: 3031.33/868.58/432.79) lat (ms,95%): 62.19 err/s: 0.00 reconn/s: 0.00
[ 70s ] thds: 8 tps: 211.01 qps: 4212.94 (r/w/o: 2949.50/841.43/422.01) lat (ms,95%): 64.47 err/s: 0.00 reconn/s: 0.00
[ 75s ] thds: 8 tps: 221.58 qps: 4432.62 (r/w/o: 3102.93/886.52/443.16) lat (ms,95%): 62.19 err/s: 0.00 reconn/s: 0.00
[ 80s ] thds: 8 tps: 227.21 qps: 4546.50 (r/w/o: 3182.27/909.82/454.41) lat (ms,95%): 61.08 err/s: 0.00 reconn/s: 0.00
[ 85s ] thds: 8 tps: 225.61 qps: 4514.03 (r/w/o: 3160.96/901.85/451.22) lat (ms,95%): 58.92 err/s: 0.00 reconn/s: 0.00
[ 90s ] thds: 8 tps: 223.17 qps: 4464.51 (r/w/o: 3124.92/893.26/446.33) lat (ms,95%): 59.99 err/s: 0.00 reconn/s: 0.00
[ 95s ] thds: 8 tps: 232.24 qps: 4636.12 (r/w/o: 3243.51/928.14/464.47) lat (ms,95%): 59.99 err/s: 0.00 reconn/s: 0.00
[ 100s ] thds: 8 tps: 217.98 qps: 4367.16 (r/w/o: 3057.49/873.71/435.96) lat (ms,95%): 62.19 err/s: 0.00 reconn/s: 0.00
[ 105s ] thds: 8 tps: 222.22 qps: 4441.18 (r/w/o: 3109.26/887.48/444.44) lat (ms,95%): 62.19 err/s: 0.00 reconn/s: 0.00
[ 110s ] thds: 8 tps: 208.99 qps: 4180.30 (r/w/o: 2925.19/837.34/417.77) lat (ms,95%): 65.65 err/s: 0.00 reconn/s: 0.00
[ 115s ] thds: 8 tps: 222.91 qps: 4459.20 (r/w/o: 3123.74/889.64/445.82) lat (ms,95%): 63.32 err/s: 0.00 reconn/s: 0.00
[ 120s ] thds: 8 tps: 218.10 qps: 4361.83 (r/w/o: 3052.02/873.41/436.40) lat (ms,95%): 62.19 err/s: 0.00 reconn/s: 0.00
[ 125s ] thds: 8 tps: 218.00 qps: 4354.62 (r/w/o: 3047.62/871.00/436.00) lat (ms,95%): 62.19 err/s: 0.00 reconn/s: 0.00
[ 130s ] thds: 8 tps: 214.21 qps: 4289.10 (r/w/o: 3002.87/857.82/428.41) lat (ms,95%): 62.19 err/s: 0.00 reconn/s: 0.00
[ 135s ] thds: 8 tps: 226.38 qps: 4530.70 (r/w/o: 3171.85/906.10/452.75) lat (ms,95%): 62.19 err/s: 0.00 reconn/s: 0.00
[ 140s ] thds: 8 tps: 220.20 qps: 4403.29 (r/w/o: 3081.66/881.22/440.41) lat (ms,95%): 63.32 err/s: 0.00 reconn/s: 0.00
[ 145s ] thds: 8 tps: 226.81 qps: 4531.63 (r/w/o: 3172.36/905.65/453.62) lat (ms,95%): 57.87 err/s: 0.00 reconn/s: 0.00
[ 150s ] thds: 8 tps: 232.00 qps: 4642.28 (r/w/o: 3250.65/927.62/464.01) lat (ms,95%): 57.87 err/s: 0.00 reconn/s: 0.00
[ 155s ] thds: 8 tps: 231.59 qps: 4626.58 (r/w/o: 3236.64/926.76/463.18) lat (ms,95%): 57.87 err/s: 0.00 reconn/s: 0.00
[ 160s ] thds: 8 tps: 219.60 qps: 4396.17 (r/w/o: 3077.98/878.99/439.20) lat (ms,95%): 63.32 err/s: 0.00 reconn/s: 0.00
[ 165s ] thds: 8 tps: 206.01 qps: 4122.56 (r/w/o: 2887.11/823.43/412.02) lat (ms,95%): 65.65 err/s: 0.00 reconn/s: 0.00
[ 170s ] thds: 8 tps: 210.00 qps: 4200.60 (r/w/o: 2939.20/841.40/420.00) lat (ms,95%): 66.84 err/s: 0.00 reconn/s: 0.00
[ 175s ] thds: 8 tps: 201.58 qps: 4024.08 (r/w/o: 2816.18/804.74/403.17) lat (ms,95%): 68.05 err/s: 0.00 reconn/s: 0.00
[ 180s ] thds: 8 tps: 201.41 qps: 4027.74 (r/w/o: 2819.10/805.83/402.81) lat (ms,95%): 66.84 err/s: 0.00 reconn/s: 0.00
[ 185s ] thds: 8 tps: 211.81 qps: 4242.24 (r/w/o: 2970.77/847.85/423.62) lat (ms,95%): 63.32 err/s: 0.00 reconn/s: 0.00
[ 190s ] thds: 8 tps: 221.40 qps: 4435.90 (r/w/o: 3104.73/888.38/442.79) lat (ms,95%): 61.08 err/s: 0.00 reconn/s: 0.00
[ 195s ] thds: 8 tps: 214.20 qps: 4279.71 (r/w/o: 2998.14/853.18/428.39) lat (ms,95%): 62.19 err/s: 0.00 reconn/s: 0.00
[ 200s ] thds: 8 tps: 221.21 qps: 4424.13 (r/w/o: 3094.69/887.03/442.41) lat (ms,95%): 62.19 err/s: 0.00 reconn/s: 0.00
[ 205s ] thds: 8 tps: 222.99 qps: 4453.60 (r/w/o: 3117.26/890.36/445.98) lat (ms,95%): 61.08 err/s: 0.00 reconn/s: 0.00
[ 210s ] thds: 8 tps: 221.02 qps: 4425.90 (r/w/o: 3097.81/886.06/442.03) lat (ms,95%): 63.32 err/s: 0.00 reconn/s: 0.00
[ 215s ] thds: 8 tps: 215.20 qps: 4305.84 (r/w/o: 3015.03/860.41/430.40) lat (ms,95%): 62.19 err/s: 0.00 reconn/s: 0.00
[ 220s ] thds: 8 tps: 213.99 qps: 4275.32 (r/w/o: 2992.61/854.74/427.97) lat (ms,95%): 63.32 err/s: 0.00 reconn/s: 0.00
[ 225s ] thds: 8 tps: 212.19 qps: 4245.01 (r/w/o: 2971.07/849.76/424.18) lat (ms,95%): 62.19 err/s: 0.00 reconn/s: 0.00
[ 230s ] thds: 8 tps: 215.21 qps: 4298.03 (r/w/o: 3008.96/858.45/430.62) lat (ms,95%): 61.08 err/s: 0.00 reconn/s: 0.00
[ 235s ] thds: 8 tps: 229.21 qps: 4588.51 (r/w/o: 3213.28/916.82/458.41) lat (ms,95%): 58.92 err/s: 0.00 reconn/s: 0.00
[ 240s ] thds: 8 tps: 236.76 qps: 4735.18 (r/w/o: 3313.23/948.44/473.52) lat (ms,95%): 56.84 err/s: 0.00 reconn/s: 0.00
[ 245s ] thds: 8 tps: 224.64 qps: 4496.27 (r/w/o: 3146.41/900.57/449.29) lat (ms,95%): 61.08 err/s: 0.00 reconn/s: 0.00
[ 250s ] thds: 8 tps: 233.57 qps: 4673.29 (r/w/o: 3272.64/933.50/467.15) lat (ms,95%): 57.87 err/s: 0.00 reconn/s: 0.00
[ 255s ] thds: 8 tps: 246.21 qps: 4916.63 (r/w/o: 3441.56/982.65/492.42) lat (ms,95%): 56.84 err/s: 0.00 reconn/s: 0.00
[ 260s ] thds: 8 tps: 238.61 qps: 4770.23 (r/w/o: 3338.96/954.05/477.22) lat (ms,95%): 57.87 err/s: 0.00 reconn/s: 0.00
[ 265s ] thds: 8 tps: 232.81 qps: 4660.16 (r/w/o: 3262.11/932.43/465.62) lat (ms,95%): 59.99 err/s: 0.00 reconn/s: 0.00
[ 270s ] thds: 8 tps: 232.73 qps: 4650.24 (r/w/o: 3254.85/930.13/465.26) lat (ms,95%): 59.99 err/s: 0.00 reconn/s: 0.00
[ 275s ] thds: 8 tps: 217.26 qps: 4355.14 (r/w/o: 3049.00/871.43/434.71) lat (ms,95%): 63.32 err/s: 0.00 reconn/s: 0.00
[ 280s ] thds: 8 tps: 225.20 qps: 4499.44 (r/w/o: 3150.63/898.41/450.40) lat (ms,95%): 63.32 err/s: 0.00 reconn/s: 0.00
[ 285s ] thds: 8 tps: 211.34 qps: 4224.45 (r/w/o: 2955.99/845.77/422.68) lat (ms,95%): 66.84 err/s: 0.00 reconn/s: 0.00
[ 290s ] thds: 8 tps: 206.86 qps: 4138.95 (r/w/o: 2896.60/828.63/413.71) lat (ms,95%): 66.84 err/s: 0.00 reconn/s: 0.00
[ 295s ] thds: 8 tps: 221.99 qps: 4443.62 (r/w/o: 3111.08/888.56/443.98) lat (ms,95%): 64.47 err/s: 0.00 reconn/s: 0.00
[ 300s ] thds: 8 tps: 205.40 qps: 4102.40 (r/w/o: 2872.00/819.60/410.80) lat (ms,95%): 66.84 err/s: 0.00 reconn/s: 0.00
Latency histogram (values are in milliseconds)
       value  ------------- distribution ------------- count
       5.879 |                                         1
       6.095 |                                         1
       6.433 |                                         1
       6.550 |                                         1
       6.913 |                                         1
       7.039 |                                         1
       7.167 |                                         3
       7.297 |                                         2
       7.565 |                                         1
       7.702 |                                         3
       7.842 |                                         2
       7.985 |                                         3
       8.130 |                                         2
       8.428 |                                         5
       8.581 |                                         1
       8.737 |                                         4
       8.895 |                                         9
       9.057 |                                         6
       9.222 |                                         2
       9.389 |                                         7
       9.560 |                                         7
       9.734 |                                         9
       9.910 |                                         14
      10.090 |                                         10
      10.274 |                                         9
      10.460 |                                         14
      10.651 |*                                        19
      10.844 |*                                        24
      11.041 |*                                        19
      11.242 |*                                        38
      11.446 |*                                        27
      11.654 |*                                        38
      11.866 |**                                       46
      12.081 |*                                        42
      12.301 |**                                       52
      12.524 |*                                        43
      12.752 |**                                       68
      12.984 |**                                       49
      13.219 |**                                       67
      13.460 |***                                      83
      13.704 |***                                      83
      13.953 |***                                      95
      14.207 |****                                     105
      14.465 |****                                     109
      14.728 |*****                                    134
      14.995 |*****                                    145
      15.268 |******                                   163
      15.545 |******                                   185
      15.828 |*******                                  198
      16.115 |********                                 220
      16.408 |********                                 222
      16.706 |********                                 241
      17.010 |**********                               296
      17.319 |**********                               302
      17.633 |************                             366
      17.954 |************                             363
      18.280 |*************                            393
      18.612 |*************                            389
      18.950 |****************                         467
      19.295 |*****************                        485
      19.645 |******************                       518
      20.002 |*******************                      547
      20.366 |*********************                    613
      20.736 |*********************                    627
      21.112 |*********************                    618
      21.496 |************************                 710
      21.886 |*************************                740
      22.284 |**************************               767
      22.689 |***************************              797
      23.101 |*****************************            842
      23.521 |*******************************          896
      23.948 |******************************           879
      24.384 |******************************           881
      24.827 |***********************************      1011
      25.278 |*********************************        972
      25.737 |**********************************       1006
      26.205 |***********************************      1011
      26.681 |***********************************      1038
      27.165 |************************************     1059
      27.659 |**************************************   1128
      28.162 |**************************************   1100
      28.673 |***********************************      1031
      29.194 |**************************************** 1172
      29.725 |**************************************   1124
      30.265 |**************************************   1104
      30.815 |************************************     1043
      31.375 |**************************************   1110
      31.945 |************************************     1061
      32.525 |************************************     1068
      33.116 |*************************************    1079
      33.718 |************************************     1053
      34.330 |**************************************   1125
      34.954 |***********************************      1012
      35.589 |**********************************       984
      36.236 |**************************************   1100
      36.894 |***********************************      1031
      37.565 |**********************************       985
      38.247 |***********************************      1020
      38.942 |************************************     1042
      39.650 |*********************************        970
      40.370 |**********************************       999
      41.104 |***********************************      1013
      41.851 |***********************************      1021
      42.611 |*********************************        963
      43.385 |**********************************       988
      44.173 |**********************************       982
      44.976 |***********************************      1025
      45.793 |********************************         923
      46.625 |*********************************        967
      47.472 |*******************************          918
      48.335 |******************************           865
      49.213 |******************************           893
      50.107 |****************************             818
      51.018 |****************************             828
      51.945 |****************************             806
      52.889 |***************************              779
      53.850 |************************                 704
      54.828 |*************************                733
      55.824 |***********************                  668
      56.839 |*********************                    616
      57.871 |*********************                    618
      58.923 |*******************                      565
      59.993 |*****************                        489
      61.083 |****************                         472
      62.193 |**************                           422
      63.323 |*************                            393
      64.474 |*************                            382
      65.645 |***********                              315
      66.838 |*********                                267
      68.053 |********                                 234
      69.289 |*********                                253
      70.548 |*******                                  199
      71.830 |*****                                    157
      73.135 |*****                                    144
      74.464 |***                                      99
      75.817 |***                                      100
      77.194 |***                                      84
      78.597 |**                                       64
      80.025 |**                                       61
      81.479 |*                                        39
      82.959 |*                                        33
      84.467 |*                                        41
      86.002 |*                                        28
      87.564 |*                                        21
      89.155 |*                                        26
      90.775 |*                                        22
      92.424 |                                         8
      94.104 |                                         11
      95.814 |                                         4
      97.555 |                                         7
      99.327 |                                         5
     102.969 |                                         4
     104.840 |                                         1
     106.745 |                                         1
     108.685 |                                         2
     110.659 |                                         2
     112.670 |                                         2
     125.525 |                                         1
     130.128 |                                         1
     137.350 |                                         1
 
SQL statistics:
    queries performed:
        read:                            933184
        write:                           266624
        other:                           133312
        total:                           1333120
    transactions:                        66656  (222.13 per sec.)
    queries:                             1333120 (4442.69 per sec.)
    ignored errors:                      0      (0.00 per sec.)
    reconnects:                          0      (0.00 per sec.)

General statistics:
    total time:                          300.0686s
    total number of events:              66656

Latency (ms):
         min:                                    5.91
         avg:                                   36.00
         max:                                  137.83
         95th percentile:                       62.19
         sum:                              2399919.13

Threads fairness:
    events (avg/stddev):           8332.0000/45.66
    execution time (avg/stddev):   299.9899/0.02

sysbench 1.0.17 (using system LuaJIT 2.0.4)

Running the test with following options:
Number of threads: 16
Report intermediate results every 5 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

[ 5s ] thds: 16 tps: 214.27 qps: 4321.00 (r/w/o: 3028.77/860.48/431.74) lat (ms,95%): 108.68 err/s: 0.00 reconn/s: 0.00
[ 10s ] thds: 16 tps: 232.05 qps: 4644.46 (r/w/o: 3251.54/928.81/464.11) lat (ms,95%): 106.75 err/s: 0.00 reconn/s: 0.00
[ 15s ] thds: 16 tps: 233.61 qps: 4669.80 (r/w/o: 3267.34/935.24/467.22) lat (ms,95%): 99.33 err/s: 0.00 reconn/s: 0.00
[ 20s ] thds: 16 tps: 227.78 qps: 4559.06 (r/w/o: 3195.16/908.33/455.57) lat (ms,95%): 102.97 err/s: 0.00 reconn/s: 0.00
[ 25s ] thds: 16 tps: 238.01 qps: 4760.23 (r/w/o: 3330.16/954.05/476.02) lat (ms,95%): 99.33 err/s: 0.00 reconn/s: 0.00
[ 30s ] thds: 16 tps: 221.78 qps: 4437.49 (r/w/o: 3107.98/885.94/443.57) lat (ms,95%): 108.68 err/s: 0.00 reconn/s: 0.00
[ 35s ] thds: 16 tps: 236.99 qps: 4727.65 (r/w/o: 3307.49/946.57/473.58) lat (ms,95%): 101.13 err/s: 0.00 reconn/s: 0.00
[ 40s ] thds: 16 tps: 226.56 qps: 4541.86 (r/w/o: 3181.48/906.85/453.53) lat (ms,95%): 108.68 err/s: 0.00 reconn/s: 0.00
[ 45s ] thds: 16 tps: 239.63 qps: 4785.89 (r/w/o: 3347.69/958.94/479.27) lat (ms,95%): 101.13 err/s: 0.00 reconn/s: 0.00
[ 50s ] thds: 16 tps: 251.60 qps: 5040.96 (r/w/o: 3533.17/1004.59/503.20) lat (ms,95%): 95.81 err/s: 0.00 reconn/s: 0.00
[ 55s ] thds: 16 tps: 246.24 qps: 4933.55 (r/w/o: 3450.33/990.75/492.48) lat (ms,95%): 99.33 err/s: 0.00 reconn/s: 0.00
[ 60s ] thds: 16 tps: 252.15 qps: 5026.95 (r/w/o: 3518.47/1004.19/504.29) lat (ms,95%): 97.55 err/s: 0.00 reconn/s: 0.00
[ 65s ] thds: 16 tps: 249.65 qps: 4998.16 (r/w/o: 3499.87/998.99/499.30) lat (ms,95%): 101.13 err/s: 0.00 reconn/s: 0.00
[ 70s ] thds: 16 tps: 248.57 qps: 4962.59 (r/w/o: 3471.97/993.48/497.14) lat (ms,95%): 94.10 err/s: 0.00 reconn/s: 0.00
[ 75s ] thds: 16 tps: 230.23 qps: 4612.47 (r/w/o: 3229.87/922.13/460.47) lat (ms,95%): 106.75 err/s: 0.00 reconn/s: 0.00
[ 80s ] thds: 16 tps: 237.80 qps: 4758.58 (r/w/o: 3330.99/952.20/475.40) lat (ms,95%): 101.13 err/s: 0.00 reconn/s: 0.00
[ 85s ] thds: 16 tps: 250.00 qps: 5004.68 (r/w/o: 3502.25/1002.22/500.21) lat (ms,95%): 95.81 err/s: 0.00 reconn/s: 0.00
[ 90s ] thds: 16 tps: 242.59 qps: 4835.07 (r/w/o: 3385.31/964.97/484.79) lat (ms,95%): 95.81 err/s: 0.00 reconn/s: 0.00
[ 95s ] thds: 16 tps: 247.19 qps: 4954.46 (r/w/o: 3470.30/989.37/494.79) lat (ms,95%): 99.33 err/s: 0.00 reconn/s: 0.00
[ 100s ] thds: 16 tps: 237.77 qps: 4753.49 (r/w/o: 3324.24/953.90/475.35) lat (ms,95%): 101.13 err/s: 0.00 reconn/s: 0.00
[ 105s ] thds: 16 tps: 238.63 qps: 4768.58 (r/w/o: 3337.01/954.32/477.26) lat (ms,95%): 99.33 err/s: 0.00 reconn/s: 0.00
[ 110s ] thds: 16 tps: 241.01 qps: 4829.13 (r/w/o: 3383.29/963.63/482.21) lat (ms,95%): 99.33 err/s: 0.00 reconn/s: 0.00
[ 115s ] thds: 16 tps: 241.40 qps: 4821.84 (r/w/o: 3374.42/964.61/482.80) lat (ms,95%): 102.97 err/s: 0.00 reconn/s: 0.00
[ 120s ] thds: 16 tps: 230.59 qps: 4614.97 (r/w/o: 3229.64/924.15/461.18) lat (ms,95%): 104.84 err/s: 0.00 reconn/s: 0.00
[ 125s ] thds: 16 tps: 239.01 qps: 4779.42 (r/w/o: 3347.35/954.04/478.02) lat (ms,95%): 102.97 err/s: 0.00 reconn/s: 0.00
[ 130s ] thds: 16 tps: 241.40 qps: 4828.02 (r/w/o: 3378.21/967.20/482.60) lat (ms,95%): 104.84 err/s: 0.00 reconn/s: 0.00
[ 135s ] thds: 16 tps: 241.59 qps: 4826.42 (r/w/o: 3377.07/965.96/483.38) lat (ms,95%): 99.33 err/s: 0.00 reconn/s: 0.00
[ 140s ] thds: 16 tps: 235.54 qps: 4719.37 (r/w/o: 3306.54/941.75/471.08) lat (ms,95%): 102.97 err/s: 0.00 reconn/s: 0.00
[ 145s ] thds: 16 tps: 246.07 qps: 4918.59 (r/w/o: 3442.17/984.28/492.14) lat (ms,95%): 97.55 err/s: 0.00 reconn/s: 0.00
[ 150s ] thds: 16 tps: 240.98 qps: 4813.51 (r/w/o: 3369.05/962.50/481.95) lat (ms,95%): 102.97 err/s: 0.00 reconn/s: 0.00
[ 155s ] thds: 16 tps: 234.62 qps: 4701.44 (r/w/o: 3293.51/938.69/469.24) lat (ms,95%): 104.84 err/s: 0.00 reconn/s: 0.00
[ 160s ] thds: 16 tps: 227.40 qps: 4544.28 (r/w/o: 3177.25/912.22/454.81) lat (ms,95%): 106.75 err/s: 0.00 reconn/s: 0.00
[ 165s ] thds: 16 tps: 237.56 qps: 4749.48 (r/w/o: 3325.70/948.66/475.13) lat (ms,95%): 102.97 err/s: 0.00 reconn/s: 0.00
[ 170s ] thds: 16 tps: 239.80 qps: 4797.61 (r/w/o: 3357.61/960.40/479.60) lat (ms,95%): 99.33 err/s: 0.00 reconn/s: 0.00
